Time t / s,Current I_1 / A
3.128,0.0083325
3.13,0.049995
3.132,0.0549945
3.134,0.0483285
3.136,0.0416625
3.138,0.049995
3.14,0.0516615
3.142,0.036663
3.144,0.009999
3.146,0
3.148,-0.0016665
3.15,0.023331
3.152,0.0516615
3.154,0.049995
3.156,0.046662
3.158,0.039996
3.16,0.0483285
3.162,0.049995
3.164,0.023331
3.166,0
3.168,-0.0016665
3.17,0.0016665
3.172,0.026664
3.174,0.0449955
3.176,0.049995
3.178,0.046662
3.18,0.0416625
3.182,0.0483285
3.184,0.046662
3.186,0.0283305
3.188,0.006666
3.19,-0.0016665
3.192,-0.0016665
3.194,0
3.196,0.0316635
3.198,0.049995
3.2,0.0449955
3.202,0.0383295
3.204,0.046662
3.206,0.0483285
3.208,0.03333
3.21,0.0083325
3.212,-0.0016665
3.214,0
3.216,0.009999
3.218,0.053328
3.22,0.043329
3.222,0.039996
3.224,0.043329
3.226,0.0483285
3.228,0.046662
3.23,0.03333
3.232,0.009999
3.234,-0.0016665
3.236,0
3.238,0.019998
3.24,0.053328
3.242,0.056661
3.244,0.046662
3.246,0.0416625
3.248,0.049995
3.25,0.0516615
3.252,0.029997
3.254,0.003333
3.256,0
3.258,0
3.26,0.029997
3.262,0.0583275
3.264,0.016665
3.266,0.0349965
3.268,0.0483285
3.27,0.053328
3.272,0.046662
3.274,0.016665
3.276,0
3.278,0
3.28,0.0116655
3.282,0.043329
3.284,0.056661
3.286,0.0449955
3.288,0.039996
3.29,0.0516615
3.292,0.0483285
3.294,0.023331
3.296,0.0016665
3.298,0
3.3,0
3.302,0.0316635
3.304,0.056661
3.306,0.056661
3.308,0.0383295
3.31,0.0449955
3.312,0.0583275
3.314,0.0383295
3.316,0
3.318,0
3.32,0.0049995
3.322,0.03333
3.324,0.059994
3.326,0.049995
3.328,0.046662
3.33,0.0416625
3.332,0.0449955
3.334,0.0283305
3.336,0.003333
3.338,-0.0016665
3.34,0.0083325
3.342,0.0216645
3.344,0.0449955
3.346,0.049995
3.348,0.0583275
3.35,0.043329
3.352,0.046662
3.354,0.0516615
3.356,0.0183315
3.358,-0.0016665
3.36,0
3.362,0.0016665
3.364,0.0416625
3.366,0.049995
3.368,0.0449955
3.37,0.0249975
3.372,0.043329
3.374,0.0516615
3.376,0.0449955
3.378,0.016665
3.38,-0.0016665
3.382,0
3.384,0.006666
3.386,0.036663
3.388,0.0516615
3.39,0.049995
3.392,0.0616605
3.394,0.049995
3.396,0.0483285
3.398,0.043329
3.4,0.006666
3.402,-0.0016665
3.404,0
3.406,0
3.408,0.0383295
3.41,0.053328
3.412,0.049995
3.414,0.0216645
3.416,0.0316635
3.418,0.046662
3.42,0.049995
3.422,0.019998
3.424,-0.0016665
3.426,0
3.428,0
3.43,0.016665
3.432,0.0449955
3.434,0.053328
3.436,0.043329
3.438,0.043329
3.44,0.0549945
3.442,0.0449955
3.444,0.0116655
3.446,-0.0016665
3.448,-0.0016665
3.45,0.009999
3.452,-0.0016665
3.454,0.049995
3.456,0.049995
3.458,0.0449955
3.46,0.046662
3.462,0.049995
3.464,0.0316635
3.466,-0.0016665
3.468,-0.0016665
3.47,0
3.472,0.019998
3.474,0.056661
3.476,0.056661
3.478,0.0483285
3.48,0.046662
3.482,0.053328
3.484,0.0416625
3.486,0.016665
3.488,0
3.49,-0.0016665
3.492,0
3.494,0.039996
3.496,0.0516615
3.498,0.0516615
3.5,0.0349965
3.502,0.053328
3.504,0.053328
3.506,0.0183315
3.508,0
3.51,0.0049995
3.512,0.03333
3.514,0.059994
3.516,0.0583275
3.518,0.0483285
3.52,0.0449955
3.522,0.056661
3.524,0.043329
3.526,0.013332
3.528,0
3.53,0
3.532,0
3.534,0.036663
3.536,0.056661
3.538,0.0483285
3.54,0.0483285
3.542,0.059994
3.544,0.036663
3.546,0.0016665
3.548,0
3.55,0
3.552,0.0283305
3.554,0.0583275
3.556,0.0416625
3.558,0.0016665
3.56,0.0183315
3.562,0.049995
3.564,0.0383295
3.566,0.006666
3.568,0
3.57,0
3.572,-0.003333
3.574,0.019998
3.576,0.0516615
3.578,0.039996
3.58,0.039996
3.582,0.0483285
3.584,0.049995
3.586,0.029997
3.588,0.003333
3.59,0
3.592,0
3.594,0.016665
3.596,0.0583275
3.598,0
3.6,0.046662
3.602,0.0416625
3.604,0.0483285
3.606,0.049995
3.608,0.0216645
3.61,0
3.612,0
3.614,0
3.616,0.0116655
3.618,0.0383295
3.62,0.046662
3.622,0.046662
3.624,0.0449955
3.626,0.053328
3.628,0.0483285
3.63,0.013332
3.632,0
3.634,0
3.636,0.0083325
3.638,0.0483285
3.64,0.059994
3.642,0.0483285
3.644,0.0383295
3.646,0.0516615
3.648,0.056661
3.65,0.036663
3.652,0.003333
3.654,-0.003333
3.656,-0.0016665
3.658,0.0049995
3.66,0.03333
3.662,0.0516615
3.664,0.0449955
3.666,0.0416625
3.668,0.053328
3.67,0.0416625
3.672,0.0149985
3.674,-0.0016665
3.676,0.003333
3.678,0.0016665
3.68,0.039996
3.682,0.056661
3.684,0.046662
3.686,0.0449955
3.688,0.059994
3.69,0.049995
3.692,0.0116655
3.694,-0.0016665
3.696,0
3.698,0.0016665
3.7,0.056661
3.702,0.0583275
3.704,0.053328
3.706,0.0416625
3.708,0.059994
3.71,0.0516615
3.712,0.0183315
3.714,0
3.716,0
3.718,0.013332
3.72,0.046662
3.722,0.059994
3.724,0.046662
3.726,0.046662
3.728,0.0583275
3.73,0.0316635
3.732,0.0049995
3.734,0
3.736,0.006666
3.738,0.043329
3.74,0.0583275
3.742,0.0483285
3.744,0.039996
3.746,0.0349965
3.748,0.0449955
3.75,0.029997
3.752,0
3.754,-0.0016665
3.756,-0.0016665
3.758,0.009999
3.76,0.0383295
3.762,0.0483285
3.764,0.046662
3.766,0.049995
3.768,0.0516615
3.77,0.03333
3.772,0.0083325
3.774,0
3.776,0
3.778,0.003333
3.78,0.043329
3.782,0.046662
3.784,0.0449955
3.786,0.046662
3.788,0.0516615
3.79,0.046662
3.792,0.0149985
3.794,-0.0016665
3.796,0
3.798,0.0183315
3.8,0.0516615
3.802,0.056661
3.804,0.0516615
3.806,0.039996
3.808,0.0449955
3.81,0.049995
3.812,0.0283305
3.814,0.0016665
3.816,0
3.818,0
3.82,0.03333
3.822,0.056661
3.824,0.053328
3.826,0.046662
3.828,0.0483285
3.83,0.0583275
3.832,0.0416625
3.834,0.0149985
3.836,0
3.838,0
3.84,-0.0016665
3.842,0.0016665
3.844,0.0583275
3.846,0.079992
3.848,0.039996
3.85,0.0416625
3.852,0.0516615
3.854,0.0216645
3.856,0
3.858,0
3.86,-0.0016665
3.862,0.016665
3.864,0.0449955
3.866,0.046662
3.868,0.046662
3.87,0.049995
3.872,0.049995
3.874,0.023331
3.876,0.003333
3.878,0
3.88,0
3.882,0.0583275
3.884,0.059994
3.886,0.059994
3.888,0.046662
3.89,0.03333
3.892,0.0516615
3.894,0.0116655
3.896,-0.0016665
3.898,0
3.9,0
3.902,0.0183315
3.904,0.0616605
3.906,0.053328
3.908,0.046662
3.91,0.0583275
3.912,0.0516615
3.914,0.016665
3.916,-0.0016665
3.918,0
3.92,0.023331
3.922,0.0549945
3.924,0.0649935
3.926,0.0416625
3.928,0.0316635
3.93,0.0583275
3.932,0.039996
3.934,0
3.936,-0.0016665
3.938,0
3.94,0.0049995
3.942,0.0583275
3.944,0.0549945
3.946,0.0449955
3.948,0.0483285
3.95,0.053328
3.952,0.0316635
3.954,0.003333
3.956,0
3.958,-0.0016665
3.96,0.023331
3.962,0.0549945
3.964,0.0616605
3.966,0.0416625
3.968,0.036663
3.97,0.046662
3.972,0.0416625
3.974,0.0083325
3.976,-0.0016665
3.978,-0.0016665
3.98,0
3.982,0.043329
3.984,0.056661
3.986,0.049995
3.988,0.046662
3.99,0.036663
3.992,0.0083325
3.994,0.059994
3.996,0.0149985
3.998,-0.0016665
4,-0.0016665
4.002,-0.0016665
4.004,-0.003333
4.006,0.0216645
4.008,0.0516615
4.01,0.039996
4.012,0.0349965
4.014,0.0516615
4.016,0.0416625
4.018,0.0083325
4.02,0
4.022,0
4.024,-0.0016665
4.026,0.0549945
4.028,0.053328
4.03,0.0516615
4.032,0.043329
4.034,0.0549945
4.036,0.0549945
4.038,0.0249975
4.04,0
4.042,0
4.044,0.013332
4.046,0.053328
4.048,0.059994
4.05,0.0516615
4.052,0.046662
4.054,0.053328
4.056,0.0516615
4.058,0.0283305
4.06,0.0049995
4.062,0
4.064,-0.0016665
4.066,0
4.068,0.043329
4.07,0.049995
4.072,0.0416625
4.074,0.0516615
4.076,0.059994
4.078,0.0283305
4.08,0
4.082,-0.0016665
4.084,0
4.086,0.013332
4.088,0.056661
4.09,0.046662
4.092,0.0116655
4.094,0.049995
4.096,0.053328
4.098,0.0416625
4.1,0.0116655
4.102,0
4.104,0.009999
4.106,0.0083325
4.108,0.023331
4.11,0.0483285
4.112,0.043329
4.114,0.049995
4.116,0.0583275
4.118,0.036663
4.12,0.0049995
4.122,-0.0016665
4.124,0
4.126,0
4.128,0.056661
4.13,0.0549945
4.132,0.0283305
4.134,0.0483285
4.136,0.053328
4.138,0.019998
4.14,0
4.142,0
4.144,0
4.146,0
4.148,0.016665
4.15,0.03333
4.152,0.03333
4.154,0.0449955
4.156,0.0516615
4.158,0.0349965
4.16,0.006666
4.162,0
4.164,0
4.166,0.0116655
4.168,0.0483285
4.17,0.039996
4.172,0.0516615
4.174,0.0316635
4.176,0.013332
4.178,0.053328
4.18,0.0349965
4.182,-0.0016665
4.184,0
4.186,0.003333
4.188,0.0183315
4.19,0.043329
4.192,0.0516615
4.194,0.0449955
4.196,0.03333
4.198,0.043329
4.2,0.049995
4.202,0.0283305
4.204,0.003333
4.206,-0.0016665
4.208,0
4.21,-0.0016665
4.212,0.039996
4.214,0.0516615
4.216,0.049995
4.218,0.0383295
4.22,0.046662
4.222,0.049995
4.224,0.0216645
4.226,-0.0016665
4.228,0
4.23,0
4.232,0.009999
4.234,0.0549945
4.236,0.0416625
4.238,0.0283305
4.24,0.0149985
4.242,0.0483285
4.244,0.036663
4.246,0.009999
4.248,0
4.25,-0.0016665
4.252,-0.006666
4.254,0.0249975
4.256,0.0483285
4.258,0.043329
4.26,0.046662
4.262,0.059994
4.264,0.0449955
4.266,0.006666
4.268,-0.0016665
4.27,-0.003333
4.272,0
4.274,0.0016665
4.276,0.03333
4.278,0.039996
4.28,0.0449955
4.282,0.0483285
4.284,0.049995
4.286,0.023331
4.288,-0.0016665
4.29,0
4.292,0
4.294,0
4.296,0.029997
4.298,0.0516615
4.3,0.049995
4.302,0.0549945
4.304,0.046662
4.306,0.009999
4.308,0
4.31,0
4.312,0
4.314,0.0583275
4.316,0.053328
4.318,0.046662
4.32,0.039996
4.322,0.0449955
4.324,0.0416625
4.326,0.009999
4.328,0
4.33,-0.0016665
4.332,0.013332
4.334,0.056661
4.336,0.046662
4.338,0.036663
4.34,0.039996
4.342,0.046662
4.344,0.0383295
4.346,0.0116655
4.348,-0.0016665
4.35,0.0049995
4.352,0.0383295
4.354,0.053328
4.356,0.0449955
4.358,0.039996
4.36,0.046662
4.362,0.0549945
4.364,0.053328
4.366,0.023331
4.368,-0.0016665
4.37,0
4.372,0
4.374,0.006666
4.376,0.049995
4.378,0.0416625
4.38,0.046662
4.382,0.029997
4.384,0.0183315
4.386,0.0216645
4.388,0
4.39,0
4.392,0
4.394,-0.0016665
4.396,0.0316635
4.398,0.049995
4.4,0.0149985
4.402,0
4.404,0
4.406,0
4.408,0
4.41,-0.0016665
4.412,0
4.414,0
4.416,-0.0016665
4.418,0.0083325
4.42,0.0516615
4.422,0.043329
4.424,0.0416625
4.426,0.039996
4.428,0.053328
4.43,0.043329
4.432,0.013332
4.434,-0.0016665
4.436,0
4.438,0
4.44,0.026664
4.442,0.053328
4.444,0.0449955
4.446,0.043329
4.448,0.049995
4.45,0.049995
4.452,0.0316635
4.454,0.003333
4.456,-0.0016665
4.458,0
4.46,0.0049995
4.462,0.0183315
4.464,0.0516615
4.466,0.0383295
4.468,0.0449955
4.47,0.0549945
4.472,0.049995
4.474,0.0183315
4.476,0
4.478,-0.0016665
4.48,0
4.482,0.0183315
4.484,0.0516615
4.486,0.0516615
4.488,0.0483285
4.49,0.0549945
4.492,0.0483285
4.494,0.019998
4.496,0
4.498,0
4.5,-0.0016665
4.502,0
4.504,0.0416625
4.506,0.0449955
4.508,0.046662
4.51,0.059994
4.512,0.046662
4.514,0.009999
4.516,0
4.518,0.003333
4.52,0.0349965
4.522,0.0549945
4.524,0.0016665
4.526,0.026664
4.528,0.046662
4.53,0.0516615
4.532,0.039996
4.534,0.013332
4.536,0
4.538,0.003333
4.54,0
4.542,-0.0016665
4.544,0.0316635
4.546,0.039996
4.548,0.0416625
4.55,0.049995
4.552,0.0416625
4.554,0.016665
4.556,0
4.558,0
4.56,-0.0016665
4.562,0.046662
4.564,0.0416625
4.566,0.039996
4.568,0.0416625
4.57,0.0483285
4.572,0.0449955
4.574,0.023331
4.576,0
4.578,0
4.58,0
4.582,0.019998
4.584,0.046662
4.586,0.0449955
4.588,0.0383295
4.59,0.039996
4.592,0.046662
4.594,0.046662
4.596,0.0216645
4.598,0.0016665
4.6,0
4.602,-0.003333
4.604,0.0416625
4.606,0.053328
4.608,0.043329
4.61,0.0416625
4.612,0.043329
4.614,0.0483285
4.616,0.0483285
4.618,0.0183315
4.62,0
4.622,0
4.624,-0.0016665
4.626,0.0049995
4.628,0.026664
4.63,0.0383295
4.632,0.036663
4.634,0.039996
4.636,0.0449955
4.638,0.026664
4.64,0.0049995
4.642,0
4.644,-0.0016665
4.646,0
4.648,0
4.65,0.039996
4.652,0.039996
4.654,0.0416625
4.656,0.056661
4.658,0.0416625
4.66,-0.0016665
4.662,0
4.664,0
4.666,0.0049995
4.668,0.0316635
4.67,0.0549945
4.672,0.0449955
4.674,0.029997
4.676,0.039996
4.678,0.0416625
4.68,0.0149985
4.682,-0.0016665
4.684,0.006666
4.686,0.003333
4.688,0.039996
4.69,0.056661
4.692,0.036663
4.694,0.043329
4.696,0.0549945
4.698,0.039996
4.7,0.0083325
4.702,-0.0016665
4.704,0
4.706,0
4.708,0.0016665
4.71,0.009999
4.712,0.0149985
4.714,0.0483285
4.716,0.0516615
4.718,0.0283305
4.72,0.0049995
4.722,-0.0016665
4.724,0.0149985
4.726,0.046662
4.728,0.0583275
4.73,0.026664
4.732,0.0049995
4.734,0.0016665
4.736,0.0116655
4.738,0.003333
4.74,0
4.742,0
4.744,0
4.746,0.0216645
4.748,0.0516615
4.75,0.039996
4.752,0.0383295
4.754,0.046662
4.756,0.043329
4.758,0.019998
4.76,0
4.762,-0.0016665
4.764,-0.0016665
4.766,0
4.768,0
4.77,0.0083325
4.772,0.0283305
4.774,0.0383295
4.776,0.046662
4.778,0.03333
4.78,0.0049995
4.782,-0.0016665
4.784,0
4.786,0
4.788,0.0383295
4.79,0.053328
4.792,0.0449955
4.794,0.043329
4.796,0.019998
4.798,0.056661
4.8,0.026664
4.802,0
4.804,-0.0016665
4.806,0
4.808,0.006666
4.81,0.036663
4.812,0.053328
4.814,0.0483285
4.816,0.0449955
4.818,0.0516615
4.82,0.036663
4.822,0.0083325
4.824,-0.0016665
4.826,0
4.828,0
4.83,0.03333
4.832,0.0483285
4.834,0.046662
4.836,0.026664
4.838,0.0483285
4.84,0.049995
4.842,0.016665
4.844,0
4.846,-0.0016665
4.848,-0.0016665
4.85,0.013332
4.852,0.046662
4.854,0.0516615
4.856,0.043329
4.858,0.046662
4.86,0.046662
4.862,0.019998
4.864,0
4.866,0.003333
4.868,0
4.87,0.023331
4.872,0.0549945
4.874,0.0449955
4.876,0.0483285
4.878,0.0583275
4.88,0.039996
4.882,0.0049995
4.884,-0.0016665
4.886,0
4.888,0
4.89,0.049995
4.892,0.046662
4.894,0.046662
4.896,0.043329
4.898,0.049995
4.9,0.043329
4.902,0.0049995
4.904,-0.0016665
4.906,0
4.908,0.006666
4.91,0.0149985
4.912,-0.0049995
4.914,0.0049995
4.916,0.0083325
4.918,0.0283305
4.92,0.0316635
4.922,0.0083325
4.924,-0.0016665
4.926,0.0049995
4.928,0.0383295
4.93,0.049995
4.932,0.049995
4.934,0.039996
4.936,0.046662
4.938,0.0516615
4.94,0.03333
4.942,0.0049995
4.944,0
4.946,0
4.948,0
4.95,0.006666
4.952,0.049995
4.954,0.0483285
4.956,0.0416625
4.958,0.049995
4.96,0.0416625
4.962,0.016665
4.964,-0.0016665
4.966,-0.0016665
4.968,0
4.97,0.0316635
4.972,0.053328
4.974,0.046662
4.976,0.0383295
4.978,0.043329
4.98,0.016665
4.982,0.029997
4.984,0.013332
4.986,0
4.988,-0.0016665
4.99,0.029997
4.992,0.053328
4.994,0.0516615
4.996,0.053328
4.998,0.0416625
5,0.043329
5.002,0.049995
5.004,0.026664
5.006,0.006666
5.008,0
5.01,-0.0016665
5.012,0
5.014,0.0216645
5.016,0.0516615
5.018,0.0449955
5.02,0.0416625
5.022,0.046662
5.024,0.0416625
5.026,0.016665
5.028,0
5.03,-0.0016665
5.032,-0.0016665
5.034,0.043329
5.036,0.0583275
5.038,0.0016665
5.04,-0.0349965
5.042,0.03333
5.044,0.049995
5.046,0.036663
5.048,0.0016665
5.05,-0.0016665
5.052,-0.0016665
5.054,0
5.056,0.0183315
5.058,0.053328
5.06,0.046662
5.062,0.0449955
5.064,0.0483285
5.066,0.0416625
5.068,0.0149985
5.07,0
5.072,0
5.074,0.009999
5.076,0.0083325
5.078,0.0483285
5.08,0.0283305
5.082,0.0449955
5.084,0.0516615
5.086,0.049995
5.088,0.016665
5.09,-0.003333
5.092,-0.0016665
5.094,-0.0016665
5.096,0.0049995
5.098,0.039996
5.1,0.049995
5.102,0.043329
5.104,0.0316635
5.106,0.0083325
5.108,0.009999
5.11,-0.0016665
5.112,0.0016665
5.114,0.0283305
5.116,0.0583275
5.118,0.0583275
5.12,0.0149985
5.122,0.0283305
5.124,0.0449955
5.126,0.0516615
5.128,0.0249975
5.13,0.0016665
5.132,-0.003333
5.134,0
5.136,0.016665
5.138,0.009999
5.14,0.0416625
5.142,0.0416625
5.144,0.043329
5.146,0.049995
5.148,0.0416625
5.15,0.013332
5.152,0
5.154,0
5.156,0.003333
5.158,0.0249975
5.16,0.043329
5.162,0.0449955
5.164,0.039996
5.166,0.0349965
5.168,0.046662
5.17,0.029997
5.172,0.003333
5.174,0
5.176,0
5.178,-0.0016665
5.18,0
5.182,-0.0016665
5.184,0.053328
5.186,0.036663
5.188,0.0483285
5.19,0.0516615
5.192,0.026664
5.194,0.0049995
5.196,0
5.198,-0.0016665
5.2,0.0183315
5.202,0.0549945
5.204,0.049995
5.206,0.0249975
5.208,0.016665
5.21,0.043329
5.212,0.039996
5.214,0.016665
5.216,0.0016665
5.218,-0.0016665
5.22,0
5.222,0.0416625
5.224,0.0483285
5.226,0.053328
5.228,0.0383295
5.23,0.039996
5.232,0.056661
5.234,0.043329
5.236,0.0149985
5.238,0
5.24,-0.0016665
5.242,0.0083325
5.244,0.043329
5.246,0.0516615
5.248,0.046662
5.25,0.0416625
5.252,0.043329
5.254,0.0483285
5.256,0.036663
5.258,0.006666
5.26,-0.0016665
5.262,-0.0016665
5.264,0
5.266,0.03333
5.268,0.0516615
5.27,0.049995
5.272,0.009999
5.274,0.0149985
5.276,0.0483285
5.278,0.039996
5.28,0.013332
5.282,0
5.284,0
5.286,0.006666
5.288,0.0449955
5.29,0.046662
5.292,0.0516615
5.294,0.0483285
5.296,0.0383295
5.298,0.043329
5.3,0.046662
5.302,0.026664
5.304,0.0049995
5.306,0
5.308,0
5.31,0.0116655
5.312,0.0416625
5.314,0.0483285
5.316,0.0449955
5.318,0.0383295
5.32,0.0416625
5.322,0.053328
5.324,0.043329
5.326,0.0183315
5.328,0
5.33,0
5.332,0.0016665
5.334,0.0149985
5.336,0.0516615
5.338,0.0483285
5.34,0.029997
5.342,0.016665
5.344,0.0383295
5.346,0.046662
5.348,0.0416625
5.35,0.0149985
5.352,0
5.354,0
5.356,0.003333
5.358,0
5.36,0.029997
5.362,0.046662
5.364,0.046662
5.366,0.0349965
5.368,0.036663
5.37,0.046662
5.372,0.046662
5.374,0.026664
5.376,0
5.378,0
5.38,0.0016665
5.382,0.0216645
5.384,0.0449955
5.386,0.049995
5.388,0.0449955
5.39,0.0416625
5.392,0.036663
5.394,0.0416625
5.396,0.046662
5.398,0.036663
5.4,0.0183315
5.402,0.003333
5.404,-0.0016665
5.406,0.006666
5.408,0.0249975
5.41,0.0449955
5.412,0.0416625
5.414,0.039996
5.416,0.0383295
5.418,0.0316635
5.42,0.0383295
5.422,0.046662
5.424,0.03333
5.426,0.0149985
5.428,-0.0016665
5.43,0
5.432,0.006666
5.434,0.023331
5.436,0.043329
5.438,0.0449955
5.44,0.0416625
5.442,0.0383295
5.444,0.03333
5.446,0.0349965
5.448,0.0383295
5.45,0.036663
5.452,0.0216645
5.454,0.0049995
5.456,0
5.458,0
5.46,0.0149985
5.462,0.0316635
5.464,0.0416625
5.466,0.0449955
5.468,0.0416625
5.47,0.036663
5.472,0.0283305
5.474,0.0316635
5.476,0.0416625
5.478,0.036663
5.48,0.0149985
5.482,0
5.484,-0.0016665
5.486,0.0016665
5.488,0.0149985
5.49,0.029997
5.492,0.039996
5.494,0.0416625
5.496,0.0416625
5.498,0.0349965
5.5,0.03333
5.502,0.0349965
5.504,0.0383295
5.506,0.0349965
5.508,0.019998
5.51,0.0049995
5.512,-0.0016665
5.514,0
5.516,0.006666
5.518,0.023331
5.52,0.036663
5.522,0.0383295
5.524,0.0383295
5.526,0.036663
5.528,0.029997
5.53,0.029997
5.532,0.0349965
5.534,0.0383295
5.536,0.03333
5.538,0.0183315
5.54,0.0049995
5.542,0
5.544,-0.0016665
5.546,0.003333
5.548,0.0183315
5.55,0.0316635
5.552,0.036663
5.554,0.0349965
5.556,0.03333
5.558,0.0283305
5.56,0.03333
5.562,0.0316635
5.564,0.036663
5.566,0.03333
5.568,0.016665
5.57,0.0083325
5.572,-0.0016665
5.574,0
5.576,0.003333
5.578,0.0049995
5.58,0.0316635
5.582,0.039996
5.584,0.0383295
5.586,0.0349965
5.588,0.0316635
5.59,0.029997
5.592,0.0283305
5.594,0.03333
5.596,0.036663
5.598,0.029997
5.6,0.016665
5.602,0.003333
5.604,0
5.606,0
5.608,0
5.61,0.013332
5.612,0.0249975
5.614,0.039996
5.616,0.0316635
5.618,0.03333
5.62,0.0316635
5.622,0.0283305
5.624,0.026664
5.626,0.0283305
5.628,0.029997
5.63,0.0316635
5.632,0.0216645
5.634,0.0116655
5.636,0.0016665
5.638,-0.003333
5.64,-0.0016665
5.642,0.0049995
5.644,0.013332
5.646,0.0249975
5.648,0.03333
5.65,0.0316635
5.652,0.0316635
5.654,0.03333
5.656,0.026664
5.658,0.023331
5.66,0.0249975
5.662,0.029997
5.664,0.03333
5.666,0.029997
5.668,0.016665
5.67,0.006666
5.672,0
5.674,0
5.676,0.0016665
5.678,0.0083325
5.68,0.0183315
5.682,0.026664
5.684,0.0349965
5.686,0.029997
5.688,0.0283305
5.69,0.0316635
5.692,0.026664
5.694,0.023331
5.696,0.026664
5.698,0.026664
5.7,0.0316635
5.702,0.029997
5.704,0.0216645
5.706,0.0116655
5.708,0.006666
5.71,0
5.712,0
5.714,0.0049995
5.716,0.0083325
5.718,0.0183315
5.72,0.0249975
5.722,0.0283305
5.724,0.0283305
5.726,0.026664
5.728,0.0249975
5.73,0.0249975
5.732,0.0216645
5.734,0.0216645
5.736,0.0249975
5.738,0.029997
5.74,0.0316635
5.742,0.0249975
5.744,0.016665
5.746,0.0083325
5.748,0
5.75,0
5.752,0
5.754,0.003333
5.756,0.009999
5.758,0.0149985
5.76,0.016665
5.762,0.026664
5.764,0.026664
5.766,0.0083325
5.768,0.0249975
5.77,0.023331
5.772,0.0216645
5.774,0.0216645
5.776,0.023331
5.778,0.0249975
5.78,0.026664
5.782,0.026664
5.784,0.023331
5.786,0.0149985
5.788,0.006666
5.79,0
5.792,0
5.794,0
5.796,0.003333
5.798,0.006666
5.8,0.0116655
5.802,0.0216645
5.804,0.026664
5.806,0.0216645
5.808,0.0249975
5.81,0.026664
5.812,0.0249975
5.814,0.0216645
5.816,0.019998
5.818,0.019998
5.82,0.019998
5.822,0.0216645
5.824,0.026664
5.826,0.026664
5.828,0.023331
5.83,0.016665
5.832,0.009999
5.834,0.003333
5.836,0
5.838,0
5.84,-0.0016665
5.842,0
5.844,0.0049995
5.846,0.013332
5.848,0.0183315
5.85,0.019998
5.852,0.026664
5.854,0.0249975
5.856,0.023331
5.858,0.023331
5.86,0.0216645
5.862,0.019998
5.864,0.016665
5.866,0.016665
5.868,0.0183315
5.87,0.0216645
5.872,0.023331
5.874,0.0249975
5.876,0.0216645
5.878,0.0149985
5.88,0.009999
5.882,0.006666
5.884,0.0016665
5.886,-0.0016665
5.888,0
5.89,0
5.892,0.003333
5.894,0.0049995
5.896,0.0116655
5.898,0.013332
5.9,0.023331
5.902,0.0216645
5.904,0.0216645
5.906,0.019998
5.908,0.0183315
5.91,0.019998
5.912,0.0183315
5.914,0.016665
5.916,0.016665
5.918,0.016665
5.92,0.016665
5.922,0.0183315
5.924,0.0216645
5.926,0.0216645
5.928,0.0216645
5.93,0.019998
5.932,0.0149985
5.934,0.0083325
5.936,0.006666
5.938,0.0016665
5.94,0
5.942,0
5.944,0
5.946,0
5.948,0
5.95,0.006666
5.952,0.009999
5.954,0.0149985
5.956,0.016665
5.958,0.0216645
5.96,0.019998
5.962,0.0183315
5.964,0.0183315
5.966,0.016665
5.968,0.016665
5.97,0.016665
5.972,0.016665
5.974,0.0149985
5.976,0.013332
5.978,0.016665
5.98,0.016665
5.982,0.016665
5.984,0.019998
5.986,0.019998
5.988,0.0183315
5.99,0.016665
5.992,0.0083325
5.994,0.006666
5.996,0.006666
5.998,0
6,0
6.002,0
6.004,0
6.006,0.0016665
6.008,0.003333
6.01,0.0049995
6.012,0.006666
6.014,0.0083325
6.016,0.0116655
6.018,0.0149985
6.02,0.0183315
6.022,0.0183315
6.024,0.0149985
6.026,0.016665
6.028,0.016665
6.03,0.013332
6.032,0.0149985
6.034,0.0149985
6.036,0.013332
6.038,0.0116655
6.04,0.009999
6.042,0.0116655
6.044,0.013332
6.046,0.013332
6.048,0.013332
6.05,0.0149985
6.052,0.016665
6.054,0.016665
6.056,0.0149985
6.058,0.013332
6.06,0.0116655
6.062,0.0083325
6.064,0.006666
6.066,0.003333
6.068,0.0016665
6.07,0
6.072,-0.0016665
6.074,-0.0016665
6.076,0
6.078,0
6.08,0
6.082,0
6.084,0.003333
6.086,0.003333
6.088,0.006666
6.09,0.006666
6.092,0.009999
6.094,0.0149985
6.096,0.013332
6.098,0.013332
6.1,0.0149985
6.102,0.013332
6.104,0.013332
6.106,0.0116655
6.108,0.0116655
6.11,0.009999
6.112,0.0116655
6.114,0.013332
6.116,0.0116655
6.118,0.0116655
6.12,0.009999
6.122,0.009999
6.124,0.009999
6.126,0.009999
6.128,0.0083325
6.13,0.009999
6.132,0.009999
6.134,0.0083325
6.136,0.0116655
6.138,0.009999
6.14,0.013332
6.142,0.0116655
6.144,0.0116655
6.146,0.009999
6.148,0.0083325
6.15,0.0083325
6.152,0.006666
6.154,0.006666
6.156,0.0049995
6.158,0
6.16,0
6.162,0
6.164,-0.0016665
6.166,-0.0016665
6.168,0
6.17,0
6.172,0
6.174,0
6.176,0
6.178,0
6.18,0.003333
6.182,0.003333
6.184,0
6.186,0.003333
6.188,0.0049995
6.19,0.006666
6.192,0.009999
6.194,0.009999
6.196,0.0116655
6.198,0.009999
6.2,0.0083325
6.202,0.009999
6.204,0.0083325
6.206,0.0083325
